Nama;NIK;Jenis Kelamin;Alamat;Divisi;Jabatan
Karyawan 18371;1000018371;Perempuan;Depok;IT;Staff
Karyawan 18372;1000018372;Perempuan;Jakarta;Operations;Director
Karyawan 18373;1000018373;Perempuan;Tangerang;Marketing;Supervisor
Karyawan 18374;1000018374;Perempuan;Tangerang;IT;Director
Karyawan 18375;1000018375;Laki-laki;Depok;Finance;Manager
Karyawan 18376;1000018376;Laki-laki;Bekasi;Finance;Manager
Karyawan 18377;1000018377;Laki-laki;Jakarta;Operations;Director
Karyawan 18378;1000018378;Laki-laki;Bogor;Marketing;Supervisor
Karyawan 18379;1000018379;Laki-laki;Depok;IT;Supervisor
Karyawan 18380;1000018380;Perempuan;Depok;Operations;Supervisor
Karyawan 18381;1000018381;Laki-laki;Tangerang;IT;Senior Manager
Karyawan 18382;1000018382;Laki-laki;Jakarta;IT;Manager
Karyawan 18383;1000018383;Laki-laki;Depok;Finance;Director
Karyawan 18384;1000018384;Perempuan;Jakarta;Operations;Supervisor
Karyawan 18385;1000018385;Laki-laki;Depok;Marketing;Supervisor
Karyawan 18386;1000018386;Laki-laki;Bekasi;Finance;Senior Manager
Karyawan 18387;1000018387;Laki-laki;Jakarta;IT;Manager
Karyawan 18388;1000018388;Perempuan;Bogor;Finance;Director
Karyawan 18389;1000018389;Perempuan;Depok;Operations;Manager
Karyawan 18390;1000018390;Perempuan;Jakarta;Operations;Manager
Karyawan 18391;1000018391;Perempuan;Tangerang;HR;Supervisor
Karyawan 18392;1000018392;Laki-laki;Bogor;Finance;Senior Manager
Karyawan 18393;1000018393;Perempuan;Depok;Marketing;Manager
Karyawan 18394;1000018394;Perempuan;Jakarta;Marketing;Supervisor
Karyawan 18395;1000018395;Perempuan;Depok;Marketing;Director
Karyawan 18396;1000018396;Laki-laki;Bogor;HR;Supervisor
Karyawan 18397;1000018397;Laki-laki;Bogor;IT;Director
Karyawan 18398;1000018398;Laki-laki;Jakarta;HR;Director
Karyawan 18399;1000018399;Laki-laki;Depok;HR;Director
Karyawan 18400;1000018400;Laki-laki;Bogor;Operations;Senior Manager
Karyawan 18401;1000018401;Laki-laki;Jakarta;HR;Director
Karyawan 18402;1000018402;Laki-laki;Tangerang;IT;Manager
Karyawan 18403;1000018403;Perempuan;Bekasi;IT;Senior Manager
Karyawan 18404;1000018404;Laki-laki;Depok;Finance;Director
Karyawan 18405;1000018405;Laki-laki;Jakarta;Marketing;Staff
Karyawan 18406;1000018406;Laki-laki;Jakarta;Finance;Senior Manager
Karyawan 18407;1000018407;Laki-laki;Bekasi;Operations;Senior Manager
Karyawan 18408;1000018408;Laki-laki;Jakarta;Operations;Director
Karyawan 18409;1000018409;Laki-laki;Tangerang;Marketing;Director
Karyawan 18410;1000018410;Perempuan;Depok;IT;Senior Manager
Karyawan 18411;1000018411;Perempuan;Tangerang;Operations;Manager
Karyawan 18412;1000018412;Laki-laki;Bekasi;IT;Manager
Karyawan 18413;1000018413;Perempuan;Jakarta;Marketing;Manager
Karyawan 18414;1000018414;Perempuan;Depok;Operations;Director
Karyawan 18415;1000018415;Perempuan;Jakarta;IT;Senior Manager
Karyawan 18416;1000018416;Perempuan;Depok;IT;Supervisor
Karyawan 18417;1000018417;Perempuan;Jakarta;Marketing;Director
Karyawan 18418;1000018418;Laki-laki;Tangerang;HR;Senior Manager
Karyawan 18419;1000018419;Perempuan;Tangerang;Marketing;Manager
Karyawan 18420;1000018420;Laki-laki;Bekasi;Finance;Staff
Karyawan 18421;1000018421;Laki-laki;Depok;Finance;Manager
Karyawan 18422;1000018422;Perempuan;Jakarta;IT;Supervisor
Karyawan 18423;1000018423;Perempuan;Bogor;Finance;Manager
Karyawan 18424;1000018424;Laki-laki;Jakarta;IT;Senior Manager
Karyawan 18425;1000018425;Perempuan;Tangerang;IT;Senior Manager
Karyawan 18426;1000018426;Perempuan;Bogor;IT;Supervisor
Karyawan 18427;1000018427;Laki-laki;Tangerang;Operations;Senior Manager
Karyawan 18428;1000018428;Perempuan;Depok;Operations;Manager
Karyawan 18429;1000018429;Laki-laki;Depok;IT;Supervisor
Karyawan 18430;1000018430;Perempuan;Depok;Finance;Manager
Karyawan 18431;1000018431;Perempuan;Tangerang;Operations;Director
Karyawan 18432;1000018432;Laki-laki;Depok;IT;Director
Karyawan 18433;1000018433;Perempuan;Tangerang;Operations;Staff
Karyawan 18434;1000018434;Perempuan;Bekasi;Operations;Senior Manager
Karyawan 18435;1000018435;Laki-laki;Bekasi;Finance;Staff
Karyawan 18436;1000018436;Laki-laki;Bekasi;Finance;Staff
Karyawan 18437;1000018437;Perempuan;Bekasi;Finance;Senior Manager
Karyawan 18438;1000018438;Perempuan;Bekasi;Finance;Manager
Karyawan 18439;1000018439;Laki-laki;Tangerang;HR;Manager
Karyawan 18440;1000018440;Laki-laki;Depok;Operations;Supervisor
Karyawan 18441;1000018441;Perempuan;Depok;Finance;Manager
Karyawan 18442;1000018442;Laki-laki;Bekasi;Operations;Senior Manager
Karyawan 18443;1000018443;Laki-laki;Bekasi;IT;Staff
Karyawan 18444;1000018444;Laki-laki;Depok;IT;Supervisor
Karyawan 18445;1000018445;Laki-laki;Bekasi;Operations;Manager
Karyawan 18446;1000018446;Laki-laki;Tangerang;HR;Senior Manager
Karyawan 18447;1000018447;Perempuan;Jakarta;Marketing;Staff
Karyawan 18448;1000018448;Perempuan;Tangerang;HR;Manager
Karyawan 18449;1000018449;Laki-laki;Bekasi;HR;Staff
Karyawan 18450;1000018450;Perempuan;Jakarta;Finance;Staff
Karyawan 18451;1000018451;Laki-laki;Tangerang;Finance;Supervisor
Karyawan 18452;1000018452;Laki-laki;Depok;Marketing;Manager
Karyawan 18453;1000018453;Perempuan;Tangerang;IT;Staff
Karyawan 18454;1000018454;Laki-laki;Depok;HR;Manager
Karyawan 18455;1000018455;Perempuan;Jakarta;Operations;Manager
Karyawan 18456;1000018456;Perempuan;Jakarta;Marketing;Manager
Karyawan 18457;1000018457;Perempuan;Bogor;Marketing;Senior Manager
Karyawan 18458;1000018458;Laki-laki;Bekasi;IT;Senior Manager
Karyawan 18459;1000018459;Laki-laki;Jakarta;IT;Staff
Karyawan 18460;1000018460;Perempuan;Bekasi;Operations;Staff
Karyawan 18461;1000018461;Perempuan;Bekasi;Finance;Senior Manager
Karyawan 18462;1000018462;Laki-laki;Bekasi;Marketing;Manager
Karyawan 18463;1000018463;Laki-laki;Bogor;HR;Director
Karyawan 18464;1000018464;Perempuan;Jakarta;Finance;Senior Manager
Karyawan 18465;1000018465;Laki-laki;Tangerang;Finance;Staff
Karyawan 18466;1000018466;Perempuan;Jakarta;HR;Staff
Karyawan 18467;1000018467;Perempuan;Tangerang;Operations;Manager
Karyawan 18468;1000018468;Laki-laki;Bekasi;IT;Director
Karyawan 18469;1000018469;Perempuan;Bekasi;HR;Manager
Karyawan 18470;1000018470;Laki-laki;Bekasi;HR;Staff
Karyawan 18471;1000018471;Laki-laki;Bogor;Marketing;Supervisor
Karyawan 18472;1000018472;Laki-laki;Bekasi;Operations;Director
Karyawan 18473;1000018473;Laki-laki;Depok;Marketing;Supervisor
Karyawan 18474;1000018474;Perempuan;Tangerang;HR;Manager
Karyawan 18475;1000018475;Laki-laki;Bogor;Finance;Manager
Karyawan 18476;1000018476;Laki-laki;Jakarta;HR;Manager
Karyawan 18477;1000018477;Perempuan;Bekasi;IT;Manager
Karyawan 18478;1000018478;Laki-laki;Bekasi;IT;Supervisor
Karyawan 18479;1000018479;Laki-laki;Jakarta;Finance;Manager
Karyawan 18480;1000018480;Perempuan;Depok;HR;Senior Manager
Karyawan 18481;1000018481;Laki-laki;Bogor;Marketing;Senior Manager
Karyawan 18482;1000018482;Perempuan;Tangerang;IT;Supervisor
Karyawan 18483;1000018483;Perempuan;Bekasi;Marketing;Senior Manager
Karyawan 18484;1000018484;Perempuan;Bogor;Finance;Director
Karyawan 18485;1000018485;Laki-laki;Tangerang;IT;Supervisor
Karyawan 18486;1000018486;Laki-laki;Bogor;HR;Manager
Karyawan 18487;1000018487;Perempuan;Depok;Finance;Supervisor
Karyawan 18488;1000018488;Laki-laki;Jakarta;IT;Senior Manager
Karyawan 18489;1000018489;Perempuan;Bogor;HR;Staff
Karyawan 18490;1000018490;Perempuan;Bogor;Operations;Manager
Karyawan 18491;1000018491;Perempuan;Depok;HR;Supervisor
Karyawan 18492;1000018492;Laki-laki;Depok;HR;Senior Manager
Karyawan 18493;1000018493;Perempuan;Jakarta;Operations;Staff
Karyawan 18494;1000018494;Laki-laki;Jakarta;Finance;Supervisor
Karyawan 18495;1000018495;Perempuan;Depok;HR;Supervisor
Karyawan 18496;1000018496;Perempuan;Depok;HR;Staff
Karyawan 18497;1000018497;Perempuan;Depok;Finance;Supervisor
Karyawan 18498;1000018498;Perempuan;Tangerang;HR;Director
Karyawan 18499;1000018499;Laki-laki;Bekasi;IT;Supervisor
Karyawan 18500;1000018500;Laki-laki;Bogor;Finance;Manager
Karyawan 18501;1000018501;Laki-laki;Jakarta;HR;Director
Karyawan 18502;1000018502;Perempuan;Bogor;HR;Director
Karyawan 18503;1000018503;Laki-laki;Jakarta;Operations;Senior Manager
Karyawan 18504;1000018504;Perempuan;Bogor;Operations;Senior Manager
Karyawan 18505;1000018505;Laki-laki;Jakarta;Finance;Manager
Karyawan 18506;1000018506;Perempuan;Bekasi;IT;Staff
Karyawan 18507;1000018507;Perempuan;Depok;HR;Staff
Karyawan 18508;1000018508;Laki-laki;Jakarta;Operations;Senior Manager
Karyawan 18509;1000018509;Laki-laki;Bekasi;Finance;Staff
Karyawan 18510;1000018510;Laki-laki;Depok;IT;Staff
Karyawan 18511;1000018511;Laki-laki;Bogor;IT;Supervisor
Karyawan 18512;1000018512;Perempuan;Jakarta;Finance;Staff
Karyawan 18513;1000018513;Laki-laki;Bogor;Marketing;Senior Manager
Karyawan 18514;1000018514;Perempuan;Depok;IT;Manager
Karyawan 18515;1000018515;Laki-laki;Jakarta;IT;Director
Karyawan 18516;1000018516;Laki-laki;Bekasi;Marketing;Staff
Karyawan 18517;1000018517;Laki-laki;Tangerang;Marketing;Director
Karyawan 18518;1000018518;Perempuan;Jakarta;IT;Manager
Karyawan 18519;1000018519;Laki-laki;Bekasi;Operations;Manager
Karyawan 18520;1000018520;Laki-laki;Jakarta;IT;Director
Karyawan 18521;1000018521;Laki-laki;Jakarta;Marketing;Senior Manager
Karyawan 18522;1000018522;Laki-laki;Tangerang;Finance;Manager
Karyawan 18523;1000018523;Laki-laki;Tangerang;HR;Supervisor
Karyawan 18524;1000018524;Laki-laki;Tangerang;Marketing;Director
Karyawan 18525;1000018525;Laki-laki;Bekasi;Finance;Supervisor
Karyawan 18526;1000018526;Laki-laki;Bekasi;HR;Senior Manager
Karyawan 18527;1000018527;Perempuan;Bekasi;IT;Manager
Karyawan 18528;1000018528;Perempuan;Jakarta;Finance;Supervisor
Karyawan 18529;1000018529;Laki-laki;Depok;Marketing;Director
Karyawan 18530;1000018530;Laki-laki;Tangerang;Finance;Manager
Karyawan 18531;1000018531;Perempuan;Tangerang;IT;Senior Manager
Karyawan 18532;1000018532;Perempuan;Depok;Operations;Supervisor
Karyawan 18533;1000018533;Perempuan;Tangerang;HR;Manager
Karyawan 18534;1000018534;Laki-laki;Depok;Marketing;Senior Manager
Karyawan 18535;1000018535;Laki-laki;Jakarta;Marketing;Supervisor
Karyawan 18536;1000018536;Laki-laki;Tangerang;Operations;Supervisor
Karyawan 18537;1000018537;Laki-laki;Tangerang;Marketing;Staff
Karyawan 18538;1000018538;Laki-laki;Jakarta;Finance;Manager
Karyawan 18539;1000018539;Perempuan;Jakarta;IT;Supervisor
Karyawan 18540;1000018540;Laki-laki;Jakarta;Operations;Senior Manager
Karyawan 18541;1000018541;Perempuan;Bogor;Marketing;Staff
Karyawan 18542;1000018542;Laki-laki;Bekasi;Finance;Manager
Karyawan 18543;1000018543;Laki-laki;Bogor;Operations;Staff
Karyawan 18544;1000018544;Laki-laki;Depok;IT;Staff
Karyawan 18545;1000018545;Perempuan;Bekasi;Operations;Staff
Karyawan 18546;1000018546;Laki-laki;Depok;HR;Staff
Karyawan 18547;1000018547;Laki-laki;Depok;Marketing;Senior Manager
Karyawan 18548;1000018548;Perempuan;Depok;Finance;Staff
Karyawan 18549;1000018549;Laki-laki;Depok;Marketing;Manager
Karyawan 18550;1000018550;Laki-laki;Bekasi;Finance;Director
Karyawan 18551;1000018551;Laki-laki;Bogor;Operations;Senior Manager
Karyawan 18552;1000018552;Perempuan;Bekasi;Finance;Staff
Karyawan 18553;1000018553;Perempuan;Tangerang;IT;Director
Karyawan 18554;1000018554;Laki-laki;Bekasi;IT;Senior Manager
Karyawan 18555;1000018555;Perempuan;Tangerang;Finance;Director
Karyawan 18556;1000018556;Laki-laki;Depok;Marketing;Director
Karyawan 18557;1000018557;Laki-laki;Bekasi;Finance;Director
Karyawan 18558;1000018558;Laki-laki;Bogor;IT;Senior Manager
Karyawan 18559;1000018559;Perempuan;Bekasi;IT;Supervisor
Karyawan 18560;1000018560;Laki-laki;Depok;HR;Supervisor
Karyawan 18561;1000018561;Laki-laki;Depok;HR;Director
Karyawan 18562;1000018562;Perempuan;Jakarta;HR;Manager
Karyawan 18563;1000018563;Perempuan;Tangerang;HR;Manager
Karyawan 18564;1000018564;Perempuan;Bekasi;HR;Supervisor
Karyawan 18565;1000018565;Laki-laki;Tangerang;HR;Director
Karyawan 18566;1000018566;Perempuan;Bogor;HR;Supervisor
Karyawan 18567;1000018567;Laki-laki;Tangerang;IT;Director
Karyawan 18568;1000018568;Laki-laki;Tangerang;IT;Supervisor
Karyawan 18569;1000018569;Perempuan;Depok;IT;Supervisor
Karyawan 18570;1000018570;Laki-laki;Bekasi;Operations;Supervisor
Karyawan 18571;1000018571;Laki-laki;Depok;Marketing;Senior Manager
Karyawan 18572;1000018572;Laki-laki;Bogor;Finance;Staff
Karyawan 18573;1000018573;Perempuan;Jakarta;Finance;Manager
Karyawan 18574;1000018574;Laki-laki;Jakarta;IT;Senior Manager
Karyawan 18575;1000018575;Perempuan;Depok;Finance;Staff
Karyawan 18576;1000018576;Perempuan;Jakarta;Marketing;Supervisor
Karyawan 18577;1000018577;Perempuan;Tangerang;IT;Manager
Karyawan 18578;1000018578;Laki-laki;Tangerang;Finance;Manager
Karyawan 18579;1000018579;Perempuan;Tangerang;IT;Manager
Karyawan 18580;1000018580;Perempuan;Tangerang;Finance;Staff
Karyawan 18581;1000018581;Perempuan;Depok;Finance;Director
Karyawan 18582;1000018582;Laki-laki;Bekasi;Finance;Senior Manager
Karyawan 18583;1000018583;Laki-laki;Depok;IT;Staff
Karyawan 18584;1000018584;Perempuan;Bogor;HR;Staff
Karyawan 18585;1000018585;Perempuan;Depok;Marketing;Manager
Karyawan 18586;1000018586;Laki-laki;Jakarta;Operations;Supervisor
Karyawan 18587;1000018587;Perempuan;Jakarta;Marketing;Director
Karyawan 18588;1000018588;Laki-laki;Depok;HR;Staff
Karyawan 18589;1000018589;Laki-laki;Tangerang;IT;Staff
Karyawan 18590;1000018590;Laki-laki;Tangerang;HR;Director
Karyawan 18591;1000018591;Perempuan;Depok;Operations;Supervisor
Karyawan 18592;1000018592;Laki-laki;Bogor;HR;Manager
Karyawan 18593;1000018593;Laki-laki;Bekasi;HR;Manager
Karyawan 18594;1000018594;Laki-laki;Jakarta;Marketing;Director
Karyawan 18595;1000018595;Laki-laki;Depok;Marketing;Manager
Karyawan 18596;1000018596;Perempuan;Bogor;HR;Director
Karyawan 18597;1000018597;Laki-laki;Bogor;Marketing;Senior Manager
Karyawan 18598;1000018598;Perempuan;Depok;Operations;Supervisor
Karyawan 18599;1000018599;Perempuan;Tangerang;Finance;Senior Manager
Karyawan 18600;1000018600;Perempuan;Tangerang;Operations;Staff
Karyawan 18601;1000018601;Laki-laki;Bekasi;Finance;Director
Karyawan 18602;1000018602;Perempuan;Tangerang;HR;Supervisor
Karyawan 18603;1000018603;Laki-laki;Bogor;Marketing;Senior Manager
Karyawan 18604;1000018604;Perempuan;Depok;Marketing;Senior Manager
Karyawan 18605;1000018605;Laki-laki;Bogor;Finance;Supervisor
Karyawan 18606;1000018606;Perempuan;Bogor;Operations;Manager
Karyawan 18607;1000018607;Laki-laki;Jakarta;Finance;Supervisor
Karyawan 18608;1000018608;Perempuan;Bekasi;HR;Supervisor
Karyawan 18609;1000018609;Perempuan;Bekasi;Operations;Director
Karyawan 18610;1000018610;Laki-laki;Jakarta;Finance;Supervisor
Karyawan 18611;1000018611;Laki-laki;Tangerang;Finance;Manager
Karyawan 18612;1000018612;Perempuan;Tangerang;HR;Director
Karyawan 18613;1000018613;Perempuan;Jakarta;HR;Senior Manager
Karyawan 18614;1000018614;Laki-laki;Bogor;IT;Senior Manager
Karyawan 18615;1000018615;Perempuan;Bogor;Finance;Director
Karyawan 18616;1000018616;Laki-laki;Bekasi;Operations;Director
Karyawan 18617;1000018617;Perempuan;Tangerang;Finance;Senior Manager
Karyawan 18618;1000018618;Perempuan;Jakarta;Finance;Supervisor
Karyawan 18619;1000018619;Laki-laki;Bogor;Finance;Senior Manager
Karyawan 18620;1000018620;Laki-laki;Depok;HR;Senior Manager
Karyawan 18621;1000018621;Perempuan;Depok;HR;Staff
Karyawan 18622;1000018622;Perempuan;Tangerang;IT;Staff
Karyawan 18623;1000018623;Perempuan;Depok;HR;Senior Manager
Karyawan 18624;1000018624;Perempuan;Depok;Finance;Senior Manager
Karyawan 18625;1000018625;Laki-laki;Depok;Operations;Director
Karyawan 18626;1000018626;Perempuan;Depok;Operations;Staff
Karyawan 18627;1000018627;Laki-laki;Bekasi;HR;Senior Manager
Karyawan 18628;1000018628;Perempuan;Tangerang;Marketing;Manager
Karyawan 18629;1000018629;Perempuan;Bekasi;HR;Manager
Karyawan 18630;1000018630;Perempuan;Bogor;HR;Manager
Karyawan 18631;1000018631;Laki-laki;Jakarta;Finance;Director
Karyawan 18632;1000018632;Laki-laki;Jakarta;IT;Staff
Karyawan 18633;1000018633;Laki-laki;Bekasi;HR;Supervisor
Karyawan 18634;1000018634;Perempuan;Depok;IT;Supervisor
Karyawan 18635;1000018635;Laki-laki;Bekasi;HR;Director
Karyawan 18636;1000018636;Laki-laki;Depok;IT;Senior Manager
Karyawan 18637;1000018637;Perempuan;Jakarta;Marketing;Manager
Karyawan 18638;1000018638;Laki-laki;Tangerang;IT;Director
Karyawan 18639;1000018639;Perempuan;Tangerang;Finance;Senior Manager
Karyawan 18640;1000018640;Perempuan;Bekasi;HR;Staff
Karyawan 18641;1000018641;Perempuan;Jakarta;HR;Manager
Karyawan 18642;1000018642;Laki-laki;Tangerang;HR;Supervisor
Karyawan 18643;1000018643;Perempuan;Bogor;HR;Director
Karyawan 18644;1000018644;Laki-laki;Bogor;IT;Staff
Karyawan 18645;1000018645;Laki-laki;Jakarta;Operations;Director
Karyawan 18646;1000018646;Perempuan;Bogor;Operations;Director
Karyawan 18647;1000018647;Perempuan;Bogor;Operations;Supervisor
Karyawan 18648;1000018648;Perempuan;Bogor;Marketing;Senior Manager
Karyawan 18649;1000018649;Perempuan;Bogor;Finance;Manager
Karyawan 18650;1000018650;Perempuan;Depok;Operations;Manager
Karyawan 18651;1000018651;Perempuan;Jakarta;HR;Director
Karyawan 18652;1000018652;Perempuan;Tangerang;Operations;Senior Manager
Karyawan 18653;1000018653;Perempuan;Depok;Operations;Staff
Karyawan 18654;1000018654;Laki-laki;Bogor;HR;Manager
Karyawan 18655;1000018655;Laki-laki;Bogor;Marketing;Supervisor
Karyawan 18656;1000018656;Laki-laki;Bogor;Operations;Staff
Karyawan 18657;1000018657;Laki-laki;Jakarta;Marketing;Supervisor
Karyawan 18658;1000018658;Laki-laki;Tangerang;Marketing;Senior Manager
Karyawan 18659;1000018659;Laki-laki;Bekasi;Marketing;Supervisor
Karyawan 18660;1000018660;Laki-laki;Bekasi;Operations;Senior Manager
Karyawan 18661;1000018661;Laki-laki;Jakarta;Operations;Staff
Karyawan 18662;1000018662;Laki-laki;Depok;Finance;Director
Karyawan 18663;1000018663;Laki-laki;Depok;Marketing;Senior Manager
Karyawan 18664;1000018664;Laki-laki;Jakarta;IT;Supervisor
Karyawan 18665;1000018665;Perempuan;Tangerang;Operations;Director
Karyawan 18666;1000018666;Laki-laki;Bogor;Operations;Supervisor
Karyawan 18667;1000018667;Perempuan;Bogor;Marketing;Supervisor
Karyawan 18668;1000018668;Perempuan;Bekasi;HR;Senior Manager
Karyawan 18669;1000018669;Laki-laki;Jakarta;HR;Manager
Karyawan 18670;1000018670;Perempuan;Tangerang;IT;Staff
Karyawan 18671;1000018671;Perempuan;Depok;HR;Director
Karyawan 18672;1000018672;Laki-laki;Jakarta;Operations;Director
Karyawan 18673;1000018673;Perempuan;Bogor;Operations;Director
Karyawan 18674;1000018674;Laki-laki;Bekasi;IT;Staff
Karyawan 18675;1000018675;Perempuan;Jakarta;HR;Director
Karyawan 18676;1000018676;Laki-laki;Tangerang;Operations;Senior Manager
Karyawan 18677;1000018677;Laki-laki;Jakarta;Operations;Staff
Karyawan 18678;1000018678;Perempuan;Tangerang;Finance;Director
Karyawan 18679;1000018679;Perempuan;Jakarta;Finance;Supervisor
Karyawan 18680;1000018680;Perempuan;Tangerang;Finance;Supervisor
Karyawan 18681;1000018681;Laki-laki;Depok;Finance;Senior Manager
Karyawan 18682;1000018682;Laki-laki;Depok;Finance;Director
Karyawan 18683;1000018683;Laki-laki;Bogor;Operations;Director
Karyawan 18684;1000018684;Laki-laki;Bogor;HR;Director
Karyawan 18685;1000018685;Perempuan;Bekasi;IT;Senior Manager
Karyawan 18686;1000018686;Laki-laki;Tangerang;Operations;Senior Manager
Karyawan 18687;1000018687;Laki-laki;Jakarta;IT;Supervisor
Karyawan 18688;1000018688;Perempuan;Bekasi;Operations;Director
Karyawan 18689;1000018689;Perempuan;Bogor;Finance;Senior Manager
Karyawan 18690;1000018690;Laki-laki;Tangerang;Marketing;Manager
Karyawan 18691;1000018691;Laki-laki;Tangerang;Marketing;Senior Manager
Karyawan 18692;1000018692;Perempuan;Bekasi;HR;Senior Manager
Karyawan 18693;1000018693;Laki-laki;Tangerang;Operations;Manager
Karyawan 18694;1000018694;Laki-laki;Tangerang;IT;Senior Manager
Karyawan 18695;1000018695;Laki-laki;Bekasi;Marketing;Senior Manager
Karyawan 18696;1000018696;Laki-laki;Bekasi;IT;Senior Manager
Karyawan 18697;1000018697;Perempuan;Tangerang;IT;Supervisor
Karyawan 18698;1000018698;Perempuan;Bogor;Finance;Director
Karyawan 18699;1000018699;Perempuan;Tangerang;Operations;Staff
Karyawan 18700;1000018700;Laki-laki;Jakarta;IT;Supervisor
Karyawan 18701;1000018701;Laki-laki;Depok;IT;Staff
Karyawan 18702;1000018702;Laki-laki;Tangerang;Operations;Manager
Karyawan 18703;1000018703;Laki-laki;Depok;Marketing;Staff
Karyawan 18704;1000018704;Perempuan;Jakarta;Finance;Senior Manager
Karyawan 18705;1000018705;Perempuan;Bekasi;HR;Senior Manager
Karyawan 18706;1000018706;Perempuan;Bogor;Operations;Supervisor
Karyawan 18707;1000018707;Laki-laki;Tangerang;IT;Supervisor
Karyawan 18708;1000018708;Perempuan;Depok;Operations;Manager
Karyawan 18709;1000018709;Perempuan;Jakarta;HR;Director
Karyawan 18710;1000018710;Perempuan;Tangerang;Operations;Manager
Karyawan 18711;1000018711;Laki-laki;Bogor;Marketing;Senior Manager
Karyawan 18712;1000018712;Perempuan;Bogor;Marketing;Senior Manager
