No;Nama;NIK;Jenis Kelamin;Alamat;Divisi;Jabatan;
15458;Karyawan 15458;1000015458;Perempuan;Depok;IT;Manager;
15459;Karyawan 15459;1000015459;Laki-laki;Bekasi;HR;Supervisor;
15460;Karyawan 15460;1000015460;Perempuan;Tangerang;Operations;Staff;
15461;Karyawan 15461;1000015461;Laki-laki;Bekasi;HR;Senior Manager;
15462;Karyawan 15462;1000015462;Laki-laki;Jakarta;Finance;Staff;
15463;Karyawan 15463;1000015463;Perempuan;Tangerang;IT;Supervisor;
15464;Karyawan 15464;1000015464;Perempuan;Bekasi;Operations;Director;
15465;Karyawan 15465;1000015465;Laki-laki;Bekasi;Finance;Supervisor;
15466;Karyawan 15466;1000015466;Laki-laki;Jakarta;Marketing;Staff;
15467;Karyawan 15467;1000015467;Perempuan;Bekasi;Operations;Staff;
15468;Karyawan 15468;1000015468;Perempuan;Tangerang;Operations;Supervisor;
15469;Karyawan 15469;1000015469;Laki-laki;Tangerang;HR;Senior Manager;
15470;Karyawan 15470;1000015470;Laki-laki;Bekasi;HR;Staff;
15471;Karyawan 15471;1000015471;Perempuan;Jakarta;Finance;Manager;
15472;Karyawan 15472;1000015472;Perempuan;Bogor;HR;Staff;
15473;Karyawan 15473;1000015473;Laki-laki;Jakarta;Finance;Staff;
15474;Karyawan 15474;1000015474;Perempuan;Depok;IT;Senior Manager;
15475;Karyawan 15475;1000015475;Laki-laki;Bekasi;IT;Staff;
15476;Karyawan 15476;1000015476;Laki-laki;Bekasi;Operations;Supervisor;
15477;Karyawan 15477;1000015477;Perempuan;Bekasi;Marketing;Staff;
15478;Karyawan 15478;1000015478;Perempuan;Depok;HR;Supervisor;
15479;Karyawan 15479;1000015479;Laki-laki;Bogor;Finance;Senior Manager;
15480;Karyawan 15480;1000015480;Perempuan;Jakarta;Finance;Director;
15481;Karyawan 15481;1000015481;Laki-laki;Tangerang;Finance;Senior Manager;
15482;Karyawan 15482;1000015482;Perempuan;Bekasi;Operations;Manager;
15483;Karyawan 15483;1000015483;Laki-laki;Bogor;Marketing;Supervisor;
15484;Karyawan 15484;1000015484;Perempuan;Tangerang;Finance;Manager;
15485;Karyawan 15485;1000015485;Perempuan;Bekasi;IT;Manager;
15486;Karyawan 15486;1000015486;Perempuan;Bekasi;IT;Senior Manager;
15487;Karyawan 15487;1000015487;Perempuan;Tangerang;Finance;Manager;
15488;Karyawan 15488;1000015488;Laki-laki;Bekasi;HR;Manager;
15489;Karyawan 15489;1000015489;Laki-laki;Bekasi;Marketing;Staff;
15490;Karyawan 15490;1000015490;Laki-laki;Jakarta;Operations;Director;
15491;Karyawan 15491;1000015491;Perempuan;Jakarta;HR;Director;
15492;Karyawan 15492;1000015492;Laki-laki;Jakarta;Marketing;Staff;
15493;Karyawan 15493;1000015493;Perempuan;Bekasi;Marketing;Supervisor;
15494;Karyawan 15494;1000015494;Laki-laki;Bekasi;Finance;Senior Manager;
15495;Karyawan 15495;1000015495;Laki-laki;Tangerang;IT;Director;
15496;Karyawan 15496;1000015496;Perempuan;Depok;HR;Supervisor;
15497;Karyawan 15497;1000015497;Laki-laki;Bogor;HR;Manager;
15498;Karyawan 15498;1000015498;Laki-laki;Bogor;HR;Senior Manager;
15499;Karyawan 15499;1000015499;Laki-laki;Tangerang;HR;Manager;
15500;Karyawan 15500;1000015500;Laki-laki;Bekasi;Operations;Staff;
15501;Karyawan 15501;1000015501;Laki-laki;Jakarta;Operations;Director;
15502;Karyawan 15502;1000015502;Laki-laki;Depok;HR;Manager;
15503;Karyawan 15503;1000015503;Perempuan;Bekasi;HR;Senior Manager;
15504;Karyawan 15504;1000015504;Laki-laki;Bogor;HR;Director;
15505;Karyawan 15505;1000015505;Laki-laki;Depok;Marketing;Manager;
15506;Karyawan 15506;1000015506;Laki-laki;Tangerang;Finance;Senior Manager;
15507;Karyawan 15507;1000015507;Perempuan;Depok;Marketing;Manager;
15508;Karyawan 15508;1000015508;Laki-laki;Bogor;HR;Senior Manager;
15509;Karyawan 15509;1000015509;Perempuan;Depok;HR;Director;
15510;Karyawan 15510;1000015510;Laki-laki;Tangerang;IT;Manager;
15511;Karyawan 15511;1000015511;Perempuan;Tangerang;IT;Supervisor;
15512;Karyawan 15512;1000015512;Laki-laki;Tangerang;IT;Director;
15513;Karyawan 15513;1000015513;Laki-laki;Depok;Finance;Manager;
15514;Karyawan 15514;1000015514;Perempuan;Bogor;HR;Supervisor;
15515;Karyawan 15515;1000015515;Laki-laki;Tangerang;IT;Senior Manager;
15516;Karyawan 15516;1000015516;Laki-laki;Depok;Finance;Manager;
15517;Karyawan 15517;1000015517;Perempuan;Depok;IT;Supervisor;
15518;Karyawan 15518;1000015518;Laki-laki;Tangerang;Finance;Manager;
15519;Karyawan 15519;1000015519;Perempuan;Bogor;HR;Director;
15520;Karyawan 15520;1000015520;Laki-laki;Bekasi;IT;Director;
15521;Karyawan 15521;1000015521;Perempuan;Bekasi;Finance;Staff;
15522;Karyawan 15522;1000015522;Laki-laki;Depok;Marketing;Director;
15523;Karyawan 15523;1000015523;Laki-laki;Jakarta;Operations;Manager;
15524;Karyawan 15524;1000015524;Perempuan;Bekasi;IT;Manager;
15525;Karyawan 15525;1000015525;Perempuan;Bekasi;Finance;Senior Manager;
15526;Karyawan 15526;1000015526;Laki-laki;Depok;Marketing;Staff;
15527;Karyawan 15527;1000015527;Laki-laki;Bekasi;Marketing;Senior Manager;
15528;Karyawan 15528;1000015528;Perempuan;Tangerang;Operations;Staff;
15529;Karyawan 15529;1000015529;Laki-laki;Bogor;Marketing;Manager;
15530;Karyawan 15530;1000015530;Perempuan;Depok;Marketing;Director;
15531;Karyawan 15531;1000015531;Laki-laki;Depok;IT;Senior Manager;
15532;Karyawan 15532;1000015532;Laki-laki;Jakarta;IT;Senior Manager;
15533;Karyawan 15533;1000015533;Laki-laki;Jakarta;Operations;Senior Manager;
15534;Karyawan 15534;1000015534;Laki-laki;Bogor;Marketing;Senior Manager;
15535;Karyawan 15535;1000015535;Laki-laki;Bogor;Operations;Supervisor;
15536;Karyawan 15536;1000015536;Perempuan;Bekasi;HR;Supervisor;
15537;Karyawan 15537;1000015537;Laki-laki;Depok;Finance;Director;
15538;Karyawan 15538;1000015538;Laki-laki;Jakarta;Operations;Staff;
15539;Karyawan 15539;1000015539;Perempuan;Depok;IT;Staff;
15540;Karyawan 15540;1000015540;Perempuan;Depok;IT;Director;
15541;Karyawan 15541;1000015541;Laki-laki;Jakarta;HR;Staff;
15542;Karyawan 15542;1000015542;Laki-laki;Jakarta;Finance;Staff;
15543;Karyawan 15543;1000015543;Perempuan;Bogor;Marketing;Director;
15544;Karyawan 15544;1000015544;Perempuan;Tangerang;HR;Manager;
15545;Karyawan 15545;1000015545;Perempuan;Bogor;Finance;Director;
15546;Karyawan 15546;1000015546;Laki-laki;Bogor;Finance;Supervisor;
15547;Karyawan 15547;1000015547;Perempuan;Bekasi;HR;Staff;
15548;Karyawan 15548;1000015548;Laki-laki;Depok;Finance;Director;
15549;Karyawan 15549;1000015549;Perempuan;Jakarta;Finance;Staff;
15550;Karyawan 15550;1000015550;Laki-laki;Bogor;HR;Director;
15551;Karyawan 15551;1000015551;Perempuan;Tangerang;Finance;Manager;
15552;Karyawan 15552;1000015552;Perempuan;Jakarta;Operations;Senior Manager;
15553;Karyawan 15553;1000015553;Laki-laki;Tangerang;Marketing;Senior Manager;
15554;Karyawan 15554;1000015554;Perempuan;Depok;IT;Supervisor;
15555;Karyawan 15555;1000015555;Perempuan;Bekasi;HR;Senior Manager;
15556;Karyawan 15556;1000015556;Laki-laki;Depok;IT;Director;
15557;Karyawan 15557;1000015557;Laki-laki;Tangerang;Marketing;Supervisor;
15558;Karyawan 15558;1000015558;Perempuan;Depok;IT;Staff;
15559;Karyawan 15559;1000015559;Laki-laki;Depok;IT;Manager;
15560;Karyawan 15560;1000015560;Perempuan;Bogor;HR;Supervisor;
15561;Karyawan 15561;1000015561;Laki-laki;Tangerang;Marketing;Supervisor;
15562;Karyawan 15562;1000015562;Perempuan;Tangerang;HR;Director;
15563;Karyawan 15563;1000015563;Perempuan;Tangerang;HR;Staff;
15564;Karyawan 15564;1000015564;Laki-laki;Jakarta;Marketing;Supervisor;
15565;Karyawan 15565;1000015565;Perempuan;Bekasi;Marketing;Supervisor;
15566;Karyawan 15566;1000015566;Perempuan;Bogor;HR;Senior Manager;
15567;Karyawan 15567;1000015567;Laki-laki;Bogor;Marketing;Manager;
15568;Karyawan 15568;1000015568;Laki-laki;Tangerang;IT;Director;
15569;Karyawan 15569;1000015569;Laki-laki;Bekasi;Marketing;Senior Manager;
15570;Karyawan 15570;1000015570;Laki-laki;Bekasi;Operations;Supervisor;
15571;Karyawan 15571;1000015571;Laki-laki;Jakarta;IT;Director;
15572;Karyawan 15572;1000015572;Perempuan;Bogor;Finance;Senior Manager;
15573;Karyawan 15573;1000015573;Perempuan;Tangerang;Finance;Supervisor;
15574;Karyawan 15574;1000015574;Laki-laki;Depok;IT;Manager;
15575;Karyawan 15575;1000015575;Laki-laki;Bogor;Marketing;Senior Manager;
15576;Karyawan 15576;1000015576;Laki-laki;Depok;HR;Director;
15577;Karyawan 15577;1000015577;Laki-laki;Tangerang;HR;Director;
15578;Karyawan 15578;1000015578;Perempuan;Bogor;Operations;Supervisor;
15579;Karyawan 15579;1000015579;Laki-laki;Tangerang;Marketing;Manager;
15580;Karyawan 15580;1000015580;Laki-laki;Jakarta;HR;Senior Manager;
15581;Karyawan 15581;1000015581;Perempuan;Jakarta;HR;Manager;
15582;Karyawan 15582;1000015582;Laki-laki;Bekasi;Operations;Staff;
15583;Karyawan 15583;1000015583;Laki-laki;Bogor;Operations;Director;
15584;Karyawan 15584;1000015584;Laki-laki;Depok;Finance;Director;
15585;Karyawan 15585;1000015585;Laki-laki;Depok;IT;Supervisor;
15586;Karyawan 15586;1000015586;Perempuan;Jakarta;Operations;Staff;
15587;Karyawan 15587;1000015587;Laki-laki;Tangerang;HR;Senior Manager;
15588;Karyawan 15588;1000015588;Laki-laki;Depok;Operations;Senior Manager;
15589;Karyawan 15589;1000015589;Perempuan;Jakarta;Marketing;Staff;
15590;Karyawan 15590;1000015590;Perempuan;Tangerang;HR;Supervisor;
15591;Karyawan 15591;1000015591;Perempuan;Depok;Operations;Senior Manager;
15592;Karyawan 15592;1000015592;Perempuan;Depok;Finance;Supervisor;
15593;Karyawan 15593;1000015593;Perempuan;Depok;HR;Director;
15594;Karyawan 15594;1000015594;Perempuan;Tangerang;Marketing;Senior Manager;
15595;Karyawan 15595;1000015595;Perempuan;Tangerang;IT;Manager;
15596;Karyawan 15596;1000015596;Perempuan;Tangerang;Marketing;Senior Manager;
15597;Karyawan 15597;1000015597;Perempuan;Bekasi;Finance;Manager;
15598;Karyawan 15598;1000015598;Laki-laki;Tangerang;Operations;Supervisor;
15599;Karyawan 15599;1000015599;Laki-laki;Tangerang;Finance;Staff;
15600;Karyawan 15600;1000015600;Laki-laki;Depok;IT;Director;
15601;Karyawan 15601;1000015601;Perempuan;Bogor;HR;Director;
15602;Karyawan 15602;1000015602;Laki-laki;Bekasi;HR;Manager;
15603;Karyawan 15603;1000015603;Perempuan;Tangerang;Operations;Staff;
15604;Karyawan 15604;1000015604;Laki-laki;Bogor;Marketing;Manager;
15605;Karyawan 15605;1000015605;Laki-laki;Tangerang;IT;Senior Manager;
15606;Karyawan 15606;1000015606;Perempuan;Depok;Marketing;Senior Manager;
15607;Karyawan 15607;1000015607;Perempuan;Depok;Finance;Senior Manager;
15608;Karyawan 15608;1000015608;Laki-laki;Depok;Finance;Supervisor;
15609;Karyawan 15609;1000015609;Laki-laki;Bogor;Operations;Director;
15610;Karyawan 15610;1000015610;Laki-laki;Bekasi;HR;Director;
15611;Karyawan 15611;1000015611;Perempuan;Bogor;Marketing;Supervisor;
15612;Karyawan 15612;1000015612;Perempuan;Depok;Operations;Director;
15613;Karyawan 15613;1000015613;Perempuan;Jakarta;Operations;Director;
15614;Karyawan 15614;1000015614;Laki-laki;Bekasi;HR;Manager;
15615;Karyawan 15615;1000015615;Perempuan;Bogor;HR;Director;
15616;Karyawan 15616;1000015616;Perempuan;Tangerang;Marketing;Manager;
15617;Karyawan 15617;1000015617;Laki-laki;Depok;Marketing;Senior Manager;
15618;Karyawan 15618;1000015618;Laki-laki;Jakarta;IT;Director;
15619;Karyawan 15619;1000015619;Perempuan;Jakarta;Marketing;Senior Manager;
15620;Karyawan 15620;1000015620;Perempuan;Tangerang;HR;Supervisor;
15621;Karyawan 15621;1000015621;Perempuan;Depok;Marketing;Manager;
15622;Karyawan 15622;1000015622;Laki-laki;Depok;HR;Senior Manager;
15623;Karyawan 15623;1000015623;Laki-laki;Jakarta;HR;Supervisor;
15624;Karyawan 15624;1000015624;Laki-laki;Jakarta;HR;Staff;
15625;Karyawan 15625;1000015625;Perempuan;Bekasi;Operations;Manager;
15626;Karyawan 15626;1000015626;Laki-laki;Bekasi;Finance;Director;
15627;Karyawan 15627;1000015627;Perempuan;Depok;IT;Senior Manager;
15628;Karyawan 15628;1000015628;Laki-laki;Jakarta;Operations;Staff;
15629;Karyawan 15629;1000015629;Laki-laki;Jakarta;Finance;Senior Manager;
15630;Karyawan 15630;1000015630;Perempuan;Bekasi;Marketing;Senior Manager;
15631;Karyawan 15631;1000015631;Perempuan;Tangerang;Operations;Director;
15632;Karyawan 15632;1000015632;Perempuan;Depok;HR;Staff;
15633;Karyawan 15633;1000015633;Laki-laki;Jakarta;IT;Director;
15634;Karyawan 15634;1000015634;Perempuan;Bogor;Finance;Manager;
15635;Karyawan 15635;1000015635;Laki-laki;Bogor;Operations;Staff;
15636;Karyawan 15636;1000015636;Laki-laki;Bekasi;IT;Senior Manager;
15637;Karyawan 15637;1000015637;Perempuan;Bogor;Operations;Senior Manager;
15638;Karyawan 15638;1000015638;Laki-laki;Bekasi;IT;Staff;
15639;Karyawan 15639;1000015639;Perempuan;Bogor;IT;Manager;
15640;Karyawan 15640;1000015640;Perempuan;Bekasi;Operations;Staff;
15641;Karyawan 15641;1000015641;Laki-laki;Bogor;Finance;Director;
15642;Karyawan 15642;1000015642;Perempuan;Bogor;Finance;Senior Manager;
15643;Karyawan 15643;1000015643;Perempuan;Bogor;Finance;Staff;
15644;Karyawan 15644;1000015644;Perempuan;Depok;IT;Manager;
15645;Karyawan 15645;1000015645;Laki-laki;Bekasi;Finance;Senior Manager;
15646;Karyawan 15646;1000015646;Laki-laki;Tangerang;Operations;Senior Manager;
15647;Karyawan 15647;1000015647;Laki-laki;Tangerang;Marketing;Supervisor;
15648;Karyawan 15648;1000015648;Perempuan;Bekasi;Finance;Supervisor;
15649;Karyawan 15649;1000015649;Perempuan;Tangerang;HR;Supervisor;
15650;Karyawan 15650;1000015650;Perempuan;Bogor;Marketing;Director;
15651;Karyawan 15651;1000015651;Laki-laki;Depok;Operations;Director;
15652;Karyawan 15652;1000015652;Laki-laki;Bogor;Finance;Manager;
15653;Karyawan 15653;1000015653;Perempuan;Jakarta;Finance;Director;
15654;Karyawan 15654;1000015654;Perempuan;Depok;Marketing;Manager;
15655;Karyawan 15655;1000015655;Perempuan;Depok;HR;Director;
15656;Karyawan 15656;1000015656;Laki-laki;Bogor;IT;Senior Manager;
15657;Karyawan 15657;1000015657;Perempuan;Bekasi;Operations;Director;
15658;Karyawan 15658;1000015658;Perempuan;Depok;HR;Director;
15659;Karyawan 15659;1000015659;Perempuan;Bekasi;Finance;Supervisor;
15660;Karyawan 15660;1000015660;Laki-laki;Bekasi;IT;Director;
15661;Karyawan 15661;1000015661;Perempuan;Bekasi;IT;Senior Manager;
15662;Karyawan 15662;1000015662;Perempuan;Bogor;Operations;Manager;
15663;Karyawan 15663;1000015663;Perempuan;Tangerang;Finance;Senior Manager;
15664;Karyawan 15664;1000015664;Laki-laki;Jakarta;Marketing;Manager;
15665;Karyawan 15665;1000015665;Laki-laki;Bekasi;IT;Staff;
15666;Karyawan 15666;1000015666;Perempuan;Bogor;IT;Senior Manager;
15667;Karyawan 15667;1000015667;Laki-laki;Depok;HR;Manager;
15668;Karyawan 15668;1000015668;Laki-laki;Bekasi;Finance;Senior Manager;
15669;Karyawan 15669;1000015669;Laki-laki;Depok;IT;Supervisor;
15670;Karyawan 15670;1000015670;Perempuan;Bogor;IT;Director;
15671;Karyawan 15671;1000015671;Laki-laki;Jakarta;IT;Manager;
15672;Karyawan 15672;1000015672;Laki-laki;Bogor;Finance;Director;
15673;Karyawan 15673;1000015673;Perempuan;Tangerang;HR;Senior Manager;
15674;Karyawan 15674;1000015674;Perempuan;Bogor;Operations;Manager;
15675;Karyawan 15675;1000015675;Laki-laki;Bogor;Marketing;Manager;
15676;Karyawan 15676;1000015676;Laki-laki;Depok;IT;Senior Manager;
15677;Karyawan 15677;1000015677;Laki-laki;Bekasi;Marketing;Staff;
15678;Karyawan 15678;1000015678;Perempuan;Jakarta;Marketing;Senior Manager;
15679;Karyawan 15679;1000015679;Perempuan;Depok;IT;Staff;
15680;Karyawan 15680;1000015680;Laki-laki;Depok;Operations;Senior Manager;
15681;Karyawan 15681;1000015681;Laki-laki;Jakarta;Marketing;Senior Manager;
15682;Karyawan 15682;1000015682;Perempuan;Bekasi;HR;Staff;
15683;Karyawan 15683;1000015683;Laki-laki;Bekasi;IT;Manager;
15684;Karyawan 15684;1000015684;Laki-laki;Jakarta;IT;Senior Manager;
15685;Karyawan 15685;1000015685;Perempuan;Bogor;Finance;Senior Manager;
15686;Karyawan 15686;1000015686;Perempuan;Bekasi;HR;Director;
15687;Karyawan 15687;1000015687;Laki-laki;Tangerang;HR;Director;
15688;Karyawan 15688;1000015688;Laki-laki;Bogor;IT;Director;
15689;Karyawan 15689;1000015689;Laki-laki;Bekasi;Marketing;Staff;
15690;Karyawan 15690;1000015690;Perempuan;Bogor;Finance;Staff;
15691;Karyawan 15691;1000015691;Perempuan;Bekasi;Finance;Staff;
15692;Karyawan 15692;1000015692;Laki-laki;Bekasi;HR;Staff;
15693;Karyawan 15693;1000015693;Perempuan;Jakarta;IT;Director;
15694;Karyawan 15694;1000015694;Laki-laki;Jakarta;Operations;Senior Manager;
15695;Karyawan 15695;1000015695;Laki-laki;Bogor;IT;Staff;
15696;Karyawan 15696;1000015696;Perempuan;Bogor;Operations;Senior Manager;
15697;Karyawan 15697;1000015697;Perempuan;Depok;Finance;Senior Manager;
15698;Karyawan 15698;1000015698;Perempuan;Jakarta;Marketing;Manager;
15699;Karyawan 15699;1000015699;Laki-laki;Depok;HR;Supervisor;
15700;Karyawan 15700;1000015700;Perempuan;Bekasi;IT;Senior Manager;
15701;Karyawan 15701;1000015701;Perempuan;Bogor;Marketing;Manager;
15702;Karyawan 15702;1000015702;Perempuan;Depok;IT;Supervisor;
15703;Karyawan 15703;1000015703;Laki-laki;Bekasi;Marketing;Director;
15704;Karyawan 15704;1000015704;Laki-laki;Jakarta;IT;Manager;
15705;Karyawan 15705;1000015705;Perempuan;Bogor;Operations;Director;
15706;Karyawan 15706;1000015706;Perempuan;Tangerang;IT;Staff;
15707;Karyawan 15707;1000015707;Perempuan;Bekasi;Operations;Supervisor;
15708;Karyawan 15708;1000015708;Laki-laki;Jakarta;Finance;Supervisor;
15709;Karyawan 15709;1000015709;Laki-laki;Bekasi;Operations;Senior Manager;
15710;Karyawan 15710;1000015710;Laki-laki;Jakarta;Operations;Manager;
15711;Karyawan 15711;1000015711;Perempuan;Jakarta;Operations;Senior Manager;
15712;Karyawan 15712;1000015712;Perempuan;Tangerang;Operations;Senior Manager;
15713;Karyawan 15713;1000015713;Perempuan;Depok;HR;Director;
15714;Karyawan 15714;1000015714;Laki-laki;Tangerang;Operations;Senior Manager;
15715;Karyawan 15715;1000015715;Perempuan;Tangerang;Finance;Supervisor;
15716;Karyawan 15716;1000015716;Laki-laki;Tangerang;HR;Supervisor;
15717;Karyawan 15717;1000015717;Laki-laki;Depok;Operations;Senior Manager;
15718;Karyawan 15718;1000015718;Perempuan;Bogor;Operations;Senior Manager;
15719;Karyawan 15719;1000015719;Laki-laki;Jakarta;IT;Director;
15720;Karyawan 15720;1000015720;Laki-laki;Bogor;Operations;Senior Manager;
15721;Karyawan 15721;1000015721;Perempuan;Bogor;Operations;Staff;
15722;Karyawan 15722;1000015722;Laki-laki;Tangerang;IT;Manager;
15723;Karyawan 15723;1000015723;Laki-laki;Jakarta;IT;Senior Manager;
15724;Karyawan 15724;1000015724;Perempuan;Depok;IT;Manager;
15725;Karyawan 15725;1000015725;Perempuan;Bogor;Finance;Supervisor;
15726;Karyawan 15726;1000015726;Laki-laki;Tangerang;Marketing;Supervisor;
15727;Karyawan 15727;1000015727;Laki-laki;Jakarta;Finance;Manager;
15728;Karyawan 15728;1000015728;Perempuan;Bekasi;Marketing;Manager;
15729;Karyawan 15729;1000015729;Laki-laki;Depok;Marketing;Staff;
15730;Karyawan 15730;1000015730;Laki-laki;Depok;Marketing;Manager;
15731;Karyawan 15731;1000015731;Perempuan;Bekasi;Finance;Manager;
15732;Karyawan 15732;1000015732;Perempuan;Jakarta;Operations;Staff;
15733;Karyawan 15733;1000015733;Perempuan;Tangerang;HR;Manager;
15734;Karyawan 15734;1000015734;Perempuan;Jakarta;Operations;Staff;
15735;Karyawan 15735;1000015735;Perempuan;Depok;Marketing;Supervisor;
15736;Karyawan 15736;1000015736;Perempuan;Depok;Finance;Director;
15737;Karyawan 15737;1000015737;Laki-laki;Depok;Finance;Supervisor;
15738;Karyawan 15738;1000015738;Perempuan;Jakarta;Operations;Senior Manager;
15739;Karyawan 15739;1000015739;Laki-laki;Bogor;HR;Senior Manager;
15740;Karyawan 15740;1000015740;Perempuan;Tangerang;HR;Manager;
15741;Karyawan 15741;1000015741;Laki-laki;Bogor;Finance;Manager;
15742;Karyawan 15742;1000015742;Perempuan;Jakarta;HR;Director;
15743;Karyawan 15743;1000015743;Perempuan;Tangerang;IT;Manager;
15744;Karyawan 15744;1000015744;Laki-laki;Depok;Operations;Senior Manager;
15745;Karyawan 15745;1000015745;Perempuan;Bekasi;Finance;Senior Manager;
15746;Karyawan 15746;1000015746;Perempuan;Tangerang;HR;Staff;
15747;Karyawan 15747;1000015747;Perempuan;Bogor;IT;Supervisor;
15748;Karyawan 15748;1000015748;Laki-laki;Bogor;IT;Supervisor;
15749;Karyawan 15749;1000015749;Perempuan;Jakarta;HR;Supervisor;
15750;Karyawan 15750;1000015750;Laki-laki;Jakarta;Operations;Director;
15751;Karyawan 15751;1000015751;Perempuan;Bogor;Finance;Supervisor;
15752;Karyawan 15752;1000015752;Laki-laki;Depok;Operations;Director;
15753;Karyawan 15753;1000015753;Laki-laki;Depok;IT;Manager;
15754;Karyawan 15754;1000015754;Perempuan;Bogor;Finance;Supervisor;
15755;Karyawan 15755;1000015755;Laki-laki;Tangerang;Operations;Manager;
15756;Karyawan 15756;1000015756;Perempuan;Bekasi;HR;Staff;
15757;Karyawan 15757;1000015757;Perempuan;Bekasi;HR;Staff;
15758;Karyawan 15758;1000015758;Laki-laki;Bekasi;IT;Director;
15759;Karyawan 15759;1000015759;Laki-laki;Depok;IT;Supervisor;
15760;Karyawan 15760;1000015760;Laki-laki;Bogor;Operations;Director;
15761;Karyawan 15761;1000015761;Laki-laki;Jakarta;Finance;Senior Manager;
15762;Karyawan 15762;1000015762;Laki-laki;Jakarta;Marketing;Manager;
15763;Karyawan 15763;1000015763;Perempuan;Bogor;IT;Manager;
15764;Karyawan 15764;1000015764;Laki-laki;Jakarta;IT;Manager;
15765;Karyawan 15765;1000015765;Perempuan;Tangerang;Marketing;Staff;
